Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0008201~heparin binding	42	2.5485436893203883	3.378755447318352E-10	COL17A1, TENM1, NRP2, CXCL8, CFH, SERPINE2, COL13A1, NDNF, LAMC2, LTBP2, FURIN, PTN, FGF2, THBS3, ADAMTS15, ADAMTS5, ADAMTS3, MDK, LIPH, LIPG, SLIT3, FGFBP3, POSTN, FGFBP1, SERPIND1, FN1, CEL, SOD3, PGF, BMP4, SFRP1, CCDC80, COL5A1, RTN4RL1, COL5A3, SMOC1, SAA1, ANOS1, SAA2, ANG, FGFR1, FBN1	1512	179	19208	2.9807572936064552	5.304644028480965E-7	5.304646052289813E-7	5.250585965132719E-7
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	108	6.553398058252427	7.109208362462802E-10	SPARC, DGKA, RASEF, CBLC, CBLB, CELSR1, CELSR2, CELSR3, CLGN, LOXL2, EFEMP1, CDH3, CDH2, CDH1, ENPP1, SVEP1, HMCN1, PRSS3, ARSA, S100A2, EPDR1, PCDHA12, S100A5, S100A4, S100A9, DSC2, S100A8, DSC3, S100A7, FLG, FBN2, NOTCH3, FBLN1, LTBP2, LTBP3, SCUBE3, CRACR2A, S100A14, TRPM4, JAG2, SYT2, PCDH20, SYT8, ALOX15B, PCDHGA10, MEX3B, BMP1, CPS1, FAT2, NOX5, FAT3, PLCH1, PLCH2, PCDHB8, FBN1, FKBP10, SNED1, ANXA8L1, MCTP1, PCDHGB5, PCDHGB2, CALB2, FKBP9P1, NHSL2, CALB1, EEF2K, DNER, ANXA6, EFHD1, ANXA8, ME3, EDIL3, PCDHGA5, PCDHGA4, PLA2G4A, RCN3, VCAN, VSNL1, CDH11, PCDHGB1, CDH13, DSG2, MICU3, DSG3, LCP1, MCTP2, MATN3, APCS, MEGF6, LRP1, TTN, THBS3, PRRG4, DUOX1, SPOCK1, SLIT3, PCDH1, GCA, PCDH9, F12, SUSD1, PCDHGC3, SULF2, DLK2, SYT11, SMOC1, S100P, MEGF8	1512	746	19208	1.839142091152815	1.1161451555219415E-6	5.580728564533299E-7	5.523854897633597E-7
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	32	1.9417475728155338	2.1880710129923677E-9	FBN2, ECM1, SPARC, LAMA3, LAMC2, FBLN1, LTBP2, THBS3, SRPX2, EFEMP1, SPOCK1, HMCN1, EDIL3, POSTN, LAMB3, TFPI2, FN1, MUC5AC, MFAP5, COL1A1, COL5A1, COL4A1, COL4A4, COL5A3, COL5A2, MFAP2, COL4A6, ANOS1, COL4A5, TGFBI, MATN3, FBN1	1512	120	19208	3.387654320987654	3.4352656638203527E-6	1.1450904967993392E-6	1.1334207847300465E-6
GOTERM_MF_DIRECT	GO:0030020~extracellular matrix structural constituent conferring tensile strength	15	0.9101941747572815	7.113489292488316E-6	COL17A1, COL13A1, COL1A1, COL5A1, COL4A1, COL4A4, COL6A2, COL5A3, COL7A1, COL5A2, COL6A1, COL4A6, COL4A5, COL8A1, COL9A2	1512	46	19208	4.142512077294685	0.011106084886274292	0.002792044547301664	0.0027635905901317107
GOTERM_MF_DIRECT	GO:0000981~DNA-binding transcription factor activity, RNA polymerase II-specific	142	8.616504854368932	2.6456995195134857E-5	ZNF570, RORB, ETS2, NR3C2, HOXA10, HOXA9, ZNF727, ZNF606, SOX15, CREB3L1, HOXA3, ZNF569, HOXA2, ZNF844, HOXA1, SOX7, JUNB, HOXA5, TP63, ZNF563, ZNF681, MSX2, ZFP3, OSR1, MITF, EBF4, FOXP4, POU3F2, ZNF90, HOXB9, ZNF93, ZNF439, HOXB4, LMX1B, ZNF397, ZNF276, HOMEZ, ZNF792, HOXD1, EPAS1, GATA6, TWIST2, TWIST1, GATA3, GATA2, FOXO1, NPAS2, ZBED2, HOXC5, HIVEP3, ZBTB7B, HOXC9, NKX6-1, SKIL, ZNF785, GTF2IRD2B, HOXC8, ZNF300, HOXC6, ZSCAN18, TFAP2A, EGR1, VDR, ZBTB16, NFATC2, NR1D2, NR4A2, FOSL1, MAFB, NFE2L3, LHX6, SP5, HOXD4, MKX, SIM2, MXD4, ZNF253, ONECUT2, ONECUT3, SIX1, TFCP2L1, HOXC13, ZFP82, FOXM1, HOXC11, GLI3, HHEX, SIX3, ZNF367, MYBL1, ZNF486, ZNF880, FOXD2, ZNF483, BATF3, KLF13, FOXD1, EN2, ETV1, FOXL1, ZEB1, ELF3, ZNF517, PAX9, ZNF878, PPARG, ZNF117, IRF6, ZNF114, CEBPA, CEBPD, ZNF470, ZNF518B, ZNF69, ZNF355P, HLX, ZNF506, ZNF626, E2F1, ZNF625, ZNF502, HES1, ZNF347, HES2, ZNF620, E2F7, E2F8, SPDEF, IRX1, IRX2, IRX3, IRX4, TBX3, KLF2, BATF, KLF8, KLF7, KLF5, ZNF737, ZNF577, ZFP28, FOXA2	1512	1285	19208	1.4038334053898256	0.04068714988538691	0.007704730479613217	0.007626210933324164
GOTERM_MF_DIRECT	GO:0004867~serine-type endopeptidase inhibitor activity	23	1.3956310679611652	2.9444829858394457E-5	WFDC12, SERPINB3, SPINK4, SERPINA3, SERPINB13, SERPINB2, SERPIND1, SERPINE2, TFPI2, SERPINE1, FURIN, SERPINB9, A2ML1, SERPINB5, SPINT1, SLPI, COL7A1, CD109, HMSD, SLCO1B3, ANOS1, SPOCK1, PI3	1512	108	19208	2.705418381344307	0.04517677799539466	0.007704730479613217	0.007626210933324164
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II cis-regulatory region sequence-specific DNA binding	132	8.009708737864079	5.994944807333065E-5	ZNF692, ZNF570, PRDM5, RORB, IKZF2, ETS2, HOXA10, HOXA9, ZNF727, ZNF606, SOX15, HOXA3, ZNF569, HOXA2, HOXA1, SOX7, JUNB, HOXA5, TP63, ZNF681, MSX2, MITF, EBF4, FOXP4, POU3F2, ZNF90, HOXB9, ZNF717, ZNF93, HOXB4, ZNF397, ZNF276, ZNF792, HOXD1, EPAS1, GATA6, GATA3, GATA2, FOXO1, NPAS2, HOXC5, HIVEP3, ZBTB7B, HOXC9, NKX6-1, SKIL, ZNF785, ZNF300, HOXC6, ZSCAN18, TFAP2A, EGR1, VDR, ZBTB16, NFATC2, NR1D2, NR4A2, FOSL1, MAFB, NFE2L3, SP5, HOXD4, MEIS3P1, MKX, EZH2, MXD4, ZNF253, ONECUT2, ONECUT3, SIX1, ZNF43, TFCP2L1, HOXC13, ZFP82, HOXC11, GLI3, HHEX, SIX3, FEZF1, ZNF367, MYBL1, ZNF486, ZNF880, FOXD2, ZNF483, BATF3, KLF13, FOXD1, EN2, ETV1, FOXL1, ZEB1, ELF3, ZNF517, PAX9, ZNF780B, PPARG, ZNF117, IRF6, ZNF114, ZNF597, ZNF750, CEBPA, CEBPD, ZNF470, ZNF355P, MUC1, ZNF506, ZNF626, E2F1, ZNF502, ZNF501, ZNF347, HES2, E2F7, E2F8, IRX1, IRX2, IRX3, IRX4, TBX3, KLF2, BATF, KLF8, PER1, KLF7, KLF5, ZNF737, ZNF577, ZNF850, ZFP28, FOXA2	1512	1198	19208	1.3997403079206083	0.0898296096243838	0.013445804782161301	0.013308777472279404
GOTERM_MF_DIRECT	GO:0030280~structural constituent of skin epidermis	12	0.7281553398058253	1.4669607821094058E-4	FLG, KRT81, KRT80, KRT4, KRT7, PI3, KRT5, KRT6C, KRT85, SPRR1A, KRT6B, KRT6A	1512	39	19208	3.9088319088319086	0.2057283417830409	0.02744095124509341	0.027161298238773984
GOTERM_MF_DIRECT	GO:0005178~integrin binding	28	1.6990291262135921	1.5730481605467559E-4	SEMA7A, ITGB4, LAMA3, ADAM22, LAMC2, FBLN1, PTN, F11R, FGF2, ADAMTS5, TSPAN8, ITGB8, S1PR3, SVEP1, ITGB6, EDIL3, IGF2, FN1, NRG1, ISG15, FRMD5, COL5A1, FAP, ITGBL1, TGFBI, LCP1, PLPP3, FBN1	1512	162	19208	2.1957018747142203	0.21884992328402997	0.02744095124509341	0.027161298238773984
GOTERM_MF_DIRECT	GO:0005515~protein binding	1134	68.81067961165049	3.118262943424177E-4	PID1, MT-CO1, C4BPB, CLDN2, F11R, MT-ND3, CLDN1, TMEM92, ZFYVE28, LIPH, FAM110C, ZC3H12A, SMCO3, CKMT1B, LRAT, SMCO4, GBP6, WDHD1, UNC5B, CH25H, FAM133A, SPINT1, ETHE1, CLDN7, TXNIP, MT-CO2, FLG, ZNF276, COL13A1, FPR1, GATA6, IL20RB, ZNF22, GATA3, ABCB9, SLC30A10, NYAP2, GATA2, ADAMTS12, HACD2, LYPD6, C3, FAM221A, KCNMB4, ZBTB7B, GTF2IRD2B, PPARGC1A, SULT1A3, ABCA1, JAG2, GSTM3, CADM3, SRMS, JUP, FN1, EIF2AK2, NETO2, GRIN2D, MLLT11, COL1A1, ABTB1, SULT1B1, FXYD3, NOX5, DZIP1, EZH2, LIN54, NCAPG2, HOXC13, SHB, HOXC11, MYPN, TMEM47, NHSL2, JPH2, MMP28, ZNF488, CGNL1, DLGAP5, PCMTD1, NELFE, DUSP4, MYBPC1, FGFBP1, GSTO2, ELOVL4, DUSP1, SPHK1, MAMDC2, RIPK4, VWA5A, DUSP6, SLC7A5, PPARG, MDFI, RAPGEF3, APCS, LRRC15, RNASEL, SERPINB13, PKN3, GSTP1, PTAFR, ADAM22, TMEM74, ZNF69, FSTL3, TMEM71, PTGS1, SRPX2, SULT1E1, UCP2, MICALL1, AGR2, HAS3, MICALL2, FLNC, ZNF223, SPDEF, CENPU, EGLN3, SLC16A1, BIK, SMAGP, WNT7B, CKMT1A, DAB2IP, PLXDC2, LRRC20, TTLL7, TMEM54, CCDC8, CENPK, ADGRL1, RPL22L1, LGR5, CENPQ, CDKN3, YPEL2, MTCH1, ZNF692, FBXO27, LY75, HR, RORB, SAT1, ALDH1L2, EFEMP1, SESN1, SH2D5, ROS1, SLC16A4, TICAM2, S100A2, DGAT1, FST, CTNNBIP1, FOXP4, SDCBP2, SLC9B2, VMAC, FRMD5, CLUHP3, ZNF439, FSCN1, S100A5, S100A4, ROR1, PKP3, S100A9, S100A8, DSC2, S100A7, OSBP2, COL17A1, CD274, SHC3, KHDRBS3, FBLIM1, ZC4H2, TACSTD2, GMPR, LY96, FBXO44, FOXO1, NPAS2, SOCS3, HYI, MBP, EIF4EBP3, SLC38A4, NEK9, BDNF, ZBTB16, GFPT2, LRRC61, MCC, FBXO32, CORO2B, TMEM17, TBXAS1, NFE2L3, HLA-DRA, KCNK5, CIITA, MTCL1, ITGB4, ONECUT3, ARRB1, FOXM1, TSPAN12, MSLN, GPR89B, HHEX, MDK, PMEPA1, EIF3CL, SPX, ITGB6, SH2D3A, TNFRSF19, VPS37D, NRG1, TNFRSF1B, ARL4C, GIGYF1, IL1RAPL1, DSG2, DSG3, BCAT1, TNFRSF21, BIRC3, PPP1R15A, NDUFB9, FOCAD, PRKAA2, LRP1, PARD6G, FURIN, ATP10A, MLLT3, HSD17B11, PPM1E, CCDC85A, ZNF625, E2F1, ZNF620, SH2B3, E2F7, KCNJ2, ATP9A, E2F8, MARCKSL1, KCNJ6, GZMA, MERTK, TPD52L1, TBX3, MYO1D, MYO1E, TSPAN15, DBNDD2, MYO1C, SYT11, SCGB1A1, TRIM35, TRIM36, KCNK1, TNFRSF6B, CPNE7, HHIP, IKZF2, HERC5, TRIM29, RASSF4, PEG10, PTGFRN, CCNL2, ACAD11, SLC12A7, TRIM22, TP63, SLC12A8, EPHB3, MFSD2A, TMPO, ARSA, ST6GAL1, PAQR7, ENTPD2, ARL14, ZFP3, NSMCE2, TMEM170B, PISD, SFRP1, MT1A, GAREM1, SLPI, IFI27, PPP1R3C, NINJ2, MXRA8, KCTD14, KCNQ5, FLYWCH1, KCTD12, TRIB2, GRB7, EPAS1, SDC2, LPAR1, LPAR2, PIK3R1, GSPT2, TSPAN8, ERI1, TSPAN5, HIVEP3, CD14, KCNN4, TSPAN1, PAG1, TNFSF18, WWTR1, EGR1, TNFSF14, IQSEC2, C9ORF152, TNFSF15, IGF2, IFI44, MICAL2, NBEAL2, PILRB, SMARCA1, PTK7, MYO5B, WNK3, ID4, SDC1, COL9A2, CD24, MRAP2, FBXL6, CCNJL, DDR1, FKBP10, PTPRU, NRP2, SYNM, CD40, ECM1, PCSK9, PTPRJ, PCSK7, N4BP2L2, SH3RF1, EDA2R, KIF15, MT-ATP6, SCML2, ARV1, NMRK1, ENC1, CHAMP1, CTSH, CTSB, IL11, FOXD2, MME, IL18, ANO9, CNKSR1, MN1, IL1A, VSNL1, KIF2A, BANK1, ARHGEF4, FAM193B, STK40, TAGLN, SELPLG, SLC43A1, IBA57, CCDC106, CAMKK1, ALS2CL, PERP, HSD17B2, C22ORF23, GPC4, FILIP1L, EXOSC2, XDH, RIBC2, NPDC1, CD74, GCA, ERCC6L2, CD70, AKR1C1, AKR1C3, PNMA2, KLHL9, PER1, EPGN, PER3, TCEA3, CD68, RAMP1, IL18R1, GRINA, FOXA2, PRDM8, SCARB1, SAMD9L, ERCC6L, RTKN, PAGE5, PRDM5, C4ORF19, LOXL4, ETS2, CELSR3, NR3C2, LOXL2, TGM1, RGS2, CCND2, DMBT1, CCRL2, ENPP1, ENPP4, RGS9, IL6R, SPINK4, SCARA3, MORC4, MSX2, ACOT11, CYBA, MID1, MR1, POU3F2, GEM, SCNN1G, GPRIN2, DOK1, SCNN1B, SCNN1A, EEF1A2, RPP25, CARD11, FBN2, HOMEZ, RTN1, NPR3, DDX60, PLD2, FUT8, CALCR, GRK4, LPXN, CNTLN, TFAP2A, SYT2, VDR, RARRES2, CRTAM, RARRES1, LAYN, ISG15, INHBB, INHBA, CALHM3, CLK4, SSH3, CLK2, BMP4, PAN2, GCLC, BMP1, COL5A1, CPS1, HOOK1, RSRP1, FBN1, MXD4, TMEM45B, MAST3, TNFAIP3, PPP1R9A, RERG, CYP26B1, CALB1, CA2, SCN5A, QRFPR, MMP2, ARHGEF16, TBC1D8, C4ORF46, ETV1, IRAK3, ACTA2, RCN3, VCAN, ALS2, ELF3, TMEM216, ADGRF4, ADGRF5, IRF6, FBP1, RBM24, SHANK2, ATP6V1B1, OTUB2, RBM47, SLC3A2, MAT2B, SAMHD1, CYGB, IL1RL1, CLMP, MARVELD2, GNG4, TAF1C, MARVELD3, PTK2B, SPOCK1, CYTH1, LAMB3, BNIP3, SOD2, SOD3, MAPK13, ADGRD1, EEPD1, MAPK11, TEC, CLCN4, COL7A1, POLE2, S100P, PTX3, ERCC6, ACKR1, TAF5, SNTB1, PATJ, SERPINE2, SERPINE1, MSANTD3, SLC4A3, ABCA12, ENO2, SLC4A4, MILR1, DCAF1, GJA1, HOXA9, SOX15, CREB3L1, NAMPT, AP1S2, HOXA3, HOXA1, PRSS8, PRSS3, SPANXB1, CEP97, JUNB, HOXA5, CMKLR1, GAMT, PRKCE, XAGE1B, SYTL1, XAGE1A, CEL, UNC13D, SYTL2, HOXB9, WDR81, RNF128, DAAM2, MAP1B, ANOS1, PRR15, NHLRC1, FREM2, TSPYL5, ZNF397, CFH, XPC, SLAIN1, WDR62, CFP, SKA2, GJC1, CRACR2A, FLRT3, HOXC5, S100A14, HOXC9, HOXC8, SLC19A1, ZSCAN18, FZD1, PLK3, STARD13, F8A2, WDR59, CHKA, F8A3, SLC16A12, NFATC2, NR1D2, GPR137B, FOSL1, SQLE, GLUD1, MEX3B, GJB4, TCN2, GJB3, TNFSF4, ZNF702P, GJB5, TNFSF9, HOXD4, SERPINA3, NRSN2, BTG2, SETD6, STON2, PRSS23, GLI3, TMEM187, TRIM6, TRIM7, RFK, ANXA6, ANXA8, RNF150, EMB, TIMP1, C16ORF74, SERPINB3, TCF19, DENND2C, BATF3, TIGD7, IFNGR1, SLC2A13, SERPINB9, SERPINB5, APBB1IP, ITPKB, KAT2B, TUBB2B, ZEB1, PAX9, GAS1, ANGPTL2, PLIN2, ANGPTL4, ZNF114, ZNF597, IVL, ENG, WDR27, PRUNE2, SBSN, TMEM163, PAPSS2, ERMP1, SLC17A9, RNF139, EPCAM, GCNT2, CKB, APOL1, CDKN2D, PCGF6, SERPIND1, RNLS, CCL20, F12, LAPTM5, G0S2, TYW1B, GPR3, AGMAT, SMOC1, COQ8A, ZNF577, HSPA1A, CSF2, ATP8A1, PLXND1, CSF1, CHPF, RAB3D, IRS2, FGF2, HID1, ZFP36, CDH2, CDH1, PHYHD1, ZNF569, PHLDA1, LZTS1, ZNF563, SEMA6B, MAGI1, IGFBP1, RNF44, SNRPN, IGFBP4, TPM2, IGFBP3, TPM1, IGFBP2, MITF, SYPL2, PGF, MOB3B, ARMCX3, LBHD1, GPATCH11, ARMCX1, C1ORF116, RAB31, TOX, FKBP5, NOTCH3, ZNF792, SEMA7A, RHOBTB3, RAD51AP1, BAG2, IGFBP6, SRGAP3, SKIL, ZNF785, PLXNA4, ZNF300, SYNJ2, FANCE, CYP4F11, BCL9, DAB2, MAFB, PIR, NF1, LHX6, ESAM, PLXNB1, NES, CNIH3, SLC26A6, BCL2L1, LMBR1L, DAGLA, WDR4, SYNE3, ADAMTS5, ADAMTS3, GM2A, SCRN1, PSD4, EMILIN2, NPIPA7, SPANXC, PRKG1, ADAMTS7, CCDC34, GPX3, PLEKHG5, COBL, GPX7, TRAF1, NGF, C15ORF48, DUSP23, ESRP2, RTN4RL1, RP2, ESRP1, PECAM1, ANG, ZNF513, LCORL, ZNF750, CEBPA, ACSS3, CEBPD, UNC93B1, THSD1, TTN, P2RY2, MGAT5B, P2RY1, TNNI2, MAL2, ZNF502, ZNF501, ACSS1, CTNNAL1, IRX2, RPH3AL, ANGPT1, CDC42BPG, AHNAK2, PLCL2, IRX4, FBXL16, PTPN13, KLF2, ASS1, EVI2A, KLF5, CTH, MFAP2, NECTIN4, NECTIN1, SLC46A3, RSC1A1, FAAH, IFITM1, VIPR1, SPARC, DIXDC1, CBLC, HSF2BP, CBLB, IFIT1, ANTXR2, AQP3, IFIT3, IFIT2, NIPAL4, EDNRB, FTH1, HABP4, PDK3, ZNF844, KAT7, CHAC1, HMCN1, TNS4, SYNPO, GLUL, SOX7, CDON, ARRDC4, KRT4, ARRDC2, SLC6A15, BOLA1, ACSL5, KRT7, EBF4, KRT5, MAPK8IP3, CPT1B, PLPP6, AZGP1, PLPP4, PAPPA, RRAGD, COL8A1, SIK1, PLPP3, PTGES, LLGL2, CDS1, SMIM3, WFDC12, SLC22A3, IGSF8, BEX2, SLC22A5, BEX1, MAOA, EIF5A2, MGST1, TWIST2, KLK5, MGST2, TWIST1, TMTC1, MAP2, MAP7, SCAP, MAGEC2, ARGLU1, GPM6B, NTSR1, TRPM4, RPL39L, STAC, IGFL1, ALOX15B, TRERF1, RAET1E, RAET1G, SESTD1, NMU, RAET1L, TRMT12, TMCC3, SIM2, SPRR1A, ITM2B, SLC44A5, CLIC5, ROBO3, ROBO4, SIPA1L2, DNER, SH3PXD2B, CLDN23, ANKRD1, FEZF1, ERMAP, TSC22D3, NOG, KREMEN1, RHOD, IL17RA, TLR1, SLC22A23, B3GNT7, CEACAM6, RHOJ, RHOV, CD302, SGK1, MAPRE2, TLR4, MATN3, VGLL3, AVPI1, MAGEH1, CSTA, MEGF6, PRIM1, ZDHHC23, CXCR4, AKAP5, PTN, CST7, CST6, CST4, SCEL, DUOX1, CST2, CST1, NCR3LG1, PDPN, MTCO2P12, SUSD3, SUSD6, APBB1, MPZL3, MPZL2, GINS1, NQO2, GDF15, SUSD2, LHFPL4, PDZK1IP1, SVIP, BATF, KRT19, FAP, KRT17, KRT16, KRT15, KRT14, SAA2, FAS, CAMK1, MEGF8, GALNT15, COMT, HOXA10, GOLGA6L9, EME2, SIRPA, SVEP1, NRCAM, KRT6C, KRT6B, KRT6A, NSF, CHRNB1, POSTN, ANGEL1, WNT5A, EPDR1, SHISA3, LIFR, SHISA2, ATP1B1, PRSS53, SGO1, ALDH3A1, SGO2, COL4A1, COL4A6, COL4A5, SLX1A, ELMO3, NUPR1, LMX1B, ABCG1, ABCG2, C5AR2, FBLN1, LTBP2, LTBP3, NALCN, CSF2RA, ZFP36L2, FAM83H, SCUBE3, EFNB1, FAM83F, EFNB3, ZMAT3, PODXL, ALDH3B1, PMAIP1, LONRF3, CLSPN, LONRF2, FAM83B, ACBD7, OPN3, HSPA2, CAMSAP3, NR4A2, EFNA1, TBCK, EFNA3, DNMBP, TGFBI, FGFR3, FGFR1, DOCK6, KDM5B, COLGALT2, DOCK4, CXCL8, DOCK3, SLC40A1, SIX1, SLC2A3, CXCL1, OPLAH, CXCL2, PKD1, CXCL5, OASL, TMEM102, SNAPC1, KYNU, NAPRT, SIX3, MFSD3, BDKRB2, POLI, PDE4A, TAS2R5, SRGN, KLF13, CAMK1D, PCDHGA4, MYEOV, DCN, AIM2, OAS2, OAS3, COL6A2, COL6A1, PCDHGB1, AMTN, PXYLP1, CDH13, MNS1, DOCK2, B4GALT4, PRTFDC1, USP13, KRT81, KRT80, PON2, RGS16, KRT85, THBS3, PRRG4, MUC1, RASD1, MCRIP2, HLX, POC1A, LRIG1, S1PR1, STOM, LRIG3, HES1, S1PR3, LURAP1, VAT1L, LIMK2, KDF1, PDE4DIP, ARID3A, NAP1L5, FMNL3, KISS1, FMNL1, FAM167A, PIK3IP1, ALOX5AP, SPRY1, HCN2	1512	13670	19208	1.0538405267008046	0.3871552439940005	0.04895672821175958	0.048457806140811716
